#
# Output is generated by GenSAS 7.x-5.0
#
#Name     : The name of mRNA
#Start    : Start of alignment in subject
#End      : End of alignment in subject
#Match_Start  : Start of alignment in query
#Match_End    : End of alignment in query
#Score        : Row score of the match
#E-value      : E value of the match
#Identity     : Percentage of identical matches
#AL           : Alignment length
Name	Start	End	Score	Accession	Match_ID	Match_Start	Match_End	E-value	Identity	AL
M_mag.00g332280.m01	526	762	780	XP_042238597.1	XP_042238597.1	37	284	3.13e-95	60.484	248
M_mag.00g332300.m01	1389	1579	645	XP_042232554.1	XP_042232554.1	1	191	1.96e-75	82.723	191
M_mag.00g332310.m01	30	239	180	XP_022237483.1	XP_022237483.1	62	228	9.35e-13	37.619	210
M_mag.00g332330.m01	1003	1099	295	XP_042891231.1	XP_042891231.1	589	673	9.04e-25	61.856	97
M_mag.00g332340.m01	157	351	790	XP_042232547.1	XP_042232547.1	1	193	7.97e-104	81.538	195
M_mag.00g332350.m01	16	565	764	XP_042232546.1	XP_042232546.1	50	613	4.15e-91	50.943	583
M_mag.00g332370.m01	581	647	174	XP_037778065.1	XP_037778065.1	1	67	1.45e-12	50.746	67
M_mag.00g332410.m01	64	109	151	XP_037779659.1	XP_037779659.1	1	46	1.39e-11	60.870	46
M_mag.00g332450.m01	1724	2674	2966	XP_042232613.1	XP_042232613.1	1	944	0.0	63.795	975
M_mag.00g332460.m01	41	160	377	XP_037774421.1	XP_037774421.1	1	120	5.32e-41	57.500	120
M_mag.00g332470.m01	316	1015	2255	XP_042236973.1	XP_042236973.1	129	792	0.0	63.053	701
M_mag.00g332580.m01	159	304	267	XP_018020252.1	XP_018020252.1	10	156	3.35e-25	40.136	147
M_mag.00g332600.m01	82	259	437	XP_037782229.1	XP_037782229.1	1	178	6.34e-49	46.369	179
M_mag.00g332620.m01	334	658	564	XP_026761039.1	XP_026761039.1	35	353	1.15e-63	37.690	329
M_mag.00g332630.m01	64	201	361	XP_042210755.1	XP_042210755.1	1	139	9.69e-42	58.993	139
M_mag.00g332640.m01	100	180	166	XP_037799332.1	XP_037799332.1	1	108	9.96e-13	37.037	108
M_mag.00g332650.m01	192	321	566	XP_041358857.1	XP_041358857.1	1	130	5.89e-69	77.692	130
M_mag.00g332680.m01	80	417	892	XP_027219955.1	XP_027219955.1	17	341	2.76e-111	48.830	342
M_mag.00g332690.m01	623	1014	1381	XP_042236973.1	XP_042236973.1	1	369	0.0	66.582	392
M_mag.00g332710.m01	48	394	682	XP_037790925.1	XP_037790925.1	171	512	4.98e-80	41.761	352
M_mag.00g332720.m01	2	106	247	XP_042858570.1	XP_042858570.1	6	113	8.66e-23	49.541	109
M_mag.00g332730.m01	161	278	234	XP_021361204.1	XP_021361204.1	1	115	2.11e-21	41.525	118
M_mag.00g332740.m01	1	197	404	XP_014273528.1	XP_014273528.1	1	198	1.99e-46	43.902	205
M_mag.00g332780.m01	153	396	590	XP_037790925.1	XP_037790925.1	6	249	2.98e-70	49.590	244
M_mag.00g332790.m01	263	439	344	XP_043247207.1	XP_043247207.1	36	209	7.69e-36	41.011	178
M_mag.00g332830.m01	950	1128	631	XP_042240945.1	XP_042240945.1	1	245	1.80e-72	57.959	245
M_mag.00g332840.m01	1126	1199	401	XP_042240945.1	XP_042240945.1	21	94	2.88e-44	94.595	74
M_mag.00g332890.m01	39	172	177	XP_042240968.1	XP_042240968.1	38	158	5.47e-13	41.045	134
M_mag.00g332900.m01	449	519	254	XP_042243349.1	XP_042243349.1	49	118	8.74e-24	69.014	71
M_mag.00g332910.m01	51	212	364	XP_030839382.1	XP_030839382.1	2	165	1.63e-41	42.073	164
M_mag.00g332920.m01	299	724	515	XP_042888110.1	XP_042888110.1	1	435	1.07e-55	30.090	442
M_mag.00g332930.m01	236	1169	1923	XP_042223423.1	XP_042223423.1	33	964	0.0	57.762	992
M_mag.00g333130.m01	5	151	311	XP_027229681.1	XP_027229681.1	2	149	2.18e-31	42.953	149
M_mag.00g333140.m01	1	86	237	XP_042237165.1	XP_042237165.1	1	88	6.80e-23	51.136	88
M_mag.00g333150.m01	1	353	1208	XP_042237039.1	XP_042237039.1	1	357	1.70e-164	63.585	357
M_mag.00g333220.m01	12	484	1668	XP_042237549.1	XP_042237549.1	1	485	0.0	79.755	489
M_mag.00g333230.m01	155	535	1043	XP_042229996.1	XP_042229996.1	1	337	3.65e-133	57.480	381
M_mag.00g333250.m01	53	120	354	XP_037773843.1	XP_037773843.1	1	68	1.47e-40	95.588	68
M_mag.00g333300.m01	96	139	241	XP_037779724.1	XP_037779724.1	1	44	1.43e-25	100.000	44
M_mag.00g333350.m01	364	537	917	XP_042883975.1	XP_042883975.1	1	174	1.38e-120	95.977	174
M_mag.00g333360.m01	83	178	459	XP_027224382.1	XP_027224382.1	1	106	2.09e-53	85.849	106
M_mag.00g333370.m01	2	251	1060	XP_042206915.1	XP_042206915.1	1	249	4.14e-139	78.800	250
M_mag.00g333380.m01	1	71	155	XP_027236893.1	XP_027236893.1	1	71	3.18e-12	71.831	71
M_mag.00g333430.m01	29	210	322	XP_042202980.1	XP_042202980.1	32	215	2.09e-33	47.283	184
M_mag.00g333470.m01	1	124	271	XP_037797921.1	XP_037797921.1	1	127	6.72e-27	47.692	130
M_mag.00g333490.m01	98	154	276	XP_037777679.1	XP_037777679.1	1	57	8.55e-29	87.719	57
M_mag.00g333500.m01	43	74	146	XP_042225137.1	XP_042225137.1	22	53	1.17e-10	84.375	32
M_mag.00g333510.m01	2393	2429	193	XP_042232358.1	XP_042232358.1	1	35	2.48e-17	91.892	37
M_mag.00g333540.m01	198	279	341	XP_042232358.1	XP_042232358.1	1	83	2.13e-36	74.699	83
M_mag.00g333620.m01	1	969	3038	XP_042232492.1	XP_042232492.1	6	977	0.0	62.322	982
M_mag.00g333660.m01	30	1076	3401	XP_042223205.1	XP_042223205.1	84	1114	0.0	80.359	1059
M_mag.00g333710.m01	73	1561	3381	XP_042222964.1	XP_042222964.1	30	1468	0.0	62.323	1550
M_mag.00g333840.m01	168	522	1323	XP_042222329.1	XP_042222329.1	16	370	1.39e-178	69.296	355
M_mag.00g333870.m01	251	461	292	XP_042242206.1	XP_042242206.1	167	346	5.33e-26	41.509	212
M_mag.00g333940.m01	1	46	193	XP_018007521.1	XP_018007521.1	16	61	1.20e-17	78.261	46
M_mag.00g333970.m01	2	235	622	XP_042863904.1	XP_042863904.1	3	230	9.84e-79	67.094	234
M_mag.00g333980.m01	372	715	421	XP_042226259.1	XP_042226259.1	1	262	9.91e-45	43.023	344
M_mag.00g333990.m01	47	687	1434	XP_042858556.1	XP_042858556.1	60	703	0.0	70.353	651
M_mag.00g334000.m01	96	336	1221	XP_042232491.1	XP_042232491.1	1	241	9.00e-169	92.946	241
M_mag.00g334010.m01	171	368	216	XP_042222537.1	XP_042222537.1	17	211	1.52e-17	27.451	204
M_mag.00g334020.m01	168	264	267	XP_042878584.1	XP_042878584.1	1	108	1.53e-27	51.852	108
M_mag.00g334030.m01	329	386	306	XP_042226609.1	XP_042226609.1	1	58	5.89e-33	94.828	58
M_mag.00g334080.m01	215	396	482	XP_037779029.1	XP_037779029.1	1	180	1.62e-55	49.462	186
M_mag.00g334100.m01	48	134	205	XP_014778312.1	XP_014778312.1	2	86	4.54e-18	60.920	87
M_mag.00g334110.m01	614	755	218	XP_030853882.1	XP_030853882.1	1	143	9.16e-19	34.694	147
M_mag.00g334180.m01	370	413	195	XP_042236771.1	XP_042236771.1	1	44	2.01e-17	81.818	44
M_mag.00g334200.m01	70	132	248	XP_037803004.1	XP_037803004.1	1	63	6.98e-26	93.651	63
M_mag.00g334220.m01	8	222	243	XP_037792940.1	XP_037792940.1	91	317	1.29e-21	33.478	230
M_mag.00g334370.m01	203	513	1270	XP_042232626.1	XP_042232626.1	1	311	2.09e-172	84.887	311
M_mag.00g334380.m01	10	153	227	XP_042856181.1	XP_042856181.1	97	238	6.49e-19	43.709	151
M_mag.00g334400.m01	120	389	502	XP_042232383.1	XP_042232383.1	1	233	3.96e-59	51.471	272
M_mag.00g334500.m01	1	143	511	XP_042870825.1	XP_042870825.1	1	150	1.48e-64	70.199	151
M_mag.00g334540.m01	27	400	817	XP_042220793.1	XP_042220793.1	28	399	6.42e-104	56.117	376
M_mag.00g334550.m01	112	314	160	XP_042243359.1	XP_042243359.1	34	201	2.02e-10	32.127	221
M_mag.00g334570.m01	50	113	269	XP_042203397.1	XP_042203397.1	1	64	3.45e-27	79.688	64
M_mag.00g334600.m01	1	333	1370	XP_042887753.1	XP_042887753.1	79	411	0.0	74.474	333
M_mag.00g334610.m01	281	382	242	XP_042204773.1	XP_042204773.1	1	101	4.62e-23	43.137	102
M_mag.00g334620.m01	1	82	260	XP_042204773.1	XP_042204773.1	1	82	5.11e-26	53.012	83
M_mag.00g334640.m01	1	201	676	XP_018021806.1	XP_018021806.1	1	199	2.12e-86	60.591	203
M_mag.00g334660.m01	1	123	588	XP_027207474.1	XP_027207474.1	1	123	2.49e-74	85.366	123
M_mag.00g334670.m01	1	59	313	XP_042863311.1	XP_042863311.1	1	59	6.63e-34	100.000	59
M_mag.00g334680.m01	286	375	358	XP_042863332.1	XP_042863332.1	1	90	6.22e-40	76.667	90
M_mag.00g334710.m01	548	1155	2490	XP_037773960.1	XP_037773960.1	2	601	0.0	84.539	608
M_mag.00g334740.m01	678	806	268	XP_042224106.1	XP_042224106.1	1	125	7.56e-26	51.538	130
M_mag.00g334750.m01	43	240	796	XP_042232680.1	XP_042232680.1	30	233	1.30e-104	86.275	204
M_mag.00g334760.m01	1	264	623	XP_042232683.1	XP_042232683.1	41	304	5.48e-74	47.744	266
M_mag.00g334770.m01	158	420	1169	XP_027225611.1	XP_027225611.1	1	263	9.12e-159	78.707	263
M_mag.00g334780.m01	1	199	753	XP_042239815.1	XP_042239815.1	1	198	3.11e-100	77.889	199
M_mag.00g334820.m01	207	247	157	XP_042874196.1	XP_042874196.1	2	42	6.73e-12	68.293	41
M_mag.00g334870.m01	1	108	210	XP_042861236.1	XP_042861236.1	1	110	1.73e-20	55.085	118
M_mag.00g334910.m01	504	744	217	XP_006812275.1	XP_006812275.1	89	329	8.84e-16	21.162	241
M_mag.00g334920.m01	1	281	727	XP_042221358.1	XP_042221358.1	1	292	1.00e-93	65.667	300
M_mag.00g334930.m01	5	63	230	XP_037799397.1	XP_037799397.1	1	66	7.36e-24	70.588	68
M_mag.00g334970.m01	4	40	160	XP_042883305.1	XP_042883305.1	138	174	1.09e-10	81.081	37
M_mag.00g334980.m01	59	206	444	XP_042234464.1	XP_042234464.1	68	207	4.11e-48	71.622	148
M_mag.00g335000.m01	175	213	168	XP_042234468.1	XP_042234468.1	22	60	2.05e-13	76.923	39
M_mag.00g335010.m01	247	355	555	XP_037799086.1	XP_037799086.1	13	121	1.25e-67	97.248	109
M_mag.00g335020.m01	506	599	404	XP_042234468.1	XP_042234468.1	1	94	1.70e-45	88.298	94
M_mag.00g335030.m01	140	298	263	XP_042861400.1	XP_042861400.1	16	174	1.63e-25	32.075	159
M_mag.00g335070.m01	57	137	225	XP_042240977.1	XP_042240977.1	3	89	1.93e-22	54.023	87
M_mag.00g335080.m01	29	157	381	XP_027237329.1	XP_027237329.1	1	129	3.06e-44	51.163	129
M_mag.00g335130.m01	161	245	146	XP_033746997.1	XP_033746997.1	75	159	5.17e-09	27.059	85
M_mag.00g335140.m01	5511	5824	280	XP_037299650.1	XP_037299650.1	205	492	5.32e-23	37.870	338
M_mag.00g335170.m01	24	265	369	XP_042243138.1	XP_042243138.1	115	355	1.72e-37	32.389	247
M_mag.00g335190.m01	152	709	1413	XP_021204760.2	XP_021204760.2	3	562	0.0	49.466	562
M_mag.00g335210.m01	405	965	1696	XP_037794286.1	XP_037794286.1	234	788	0.0	61.634	563
M_mag.00g335220.m01	642	1014	1444	XP_042236973.1	XP_042236973.1	1	373	0.0	71.850	373
M_mag.00g335230.m01	5	175	301	XP_027219955.1	XP_027219955.1	3	186	2.12e-29	46.739	184
M_mag.00g335240.m01	616	1014	1449	XP_042236973.1	XP_042236973.1	131	529	0.0	68.170	399
M_mag.00g335280.m01	321	430	207	XP_014663455.1	XP_014663455.1	1	110	9.68e-18	37.273	110
M_mag.00g335290.m01	448	923	669	XP_042893239.1	XP_042893239.1	1	485	1.56e-74	31.237	493
M_mag.00g335300.m01	27	74	208	XP_042870275.1	XP_042870275.1	11	58	2.89e-18	85.417	48
M_mag.00g335310.m01	947	1112	448	XP_043217780.1	XP_043217780.1	5	170	3.27e-49	62.048	166
M_mag.00g335320.m01	642	1014	1448	XP_042236973.1	XP_042236973.1	1	373	0.0	71.850	373
M_mag.00g335330.m01	3	539	1357	XP_037804877.1	XP_037804877.1	72	660	3.19e-179	46.622	592
M_mag.00g335340.m01	103	566	1133	XP_037782229.1	XP_037782229.1	2	465	5.41e-145	48.491	464
M_mag.00g335370.m01	91	296	293	XP_027234399.1	XP_027234399.1	2	195	4.21e-29	35.266	207
M_mag.00g335400.m01	137	222	250	XP_027216247.1	XP_027216247.1	1	86	3.53e-24	84.884	86
M_mag.00g335410.m01	1	72	396	XP_037781651.1	XP_037781651.1	1	72	3.55e-49	98.611	72
M_mag.00g335430.m01	169	215	266	XP_027216239.1	XP_027216239.1	1	47	6.10e-27	100.000	47
M_mag.00g335450.m01	328	1182	2609	XP_037803566.1	XP_037803566.1	503	1332	0.0	59.627	857
M_mag.00g335460.m01	294	633	1165	XP_042883300.1	XP_042883300.1	1	337	2.74e-154	73.607	341
M_mag.00g335470.m01	1	207	171	XP_037503680.1	XP_037503680.1	26	241	6.94e-11	28.899	218
M_mag.00g335500.m01	16	101	225	XP_042883300.1	XP_042883300.1	16	99	1.80e-20	60.000	90
M_mag.00g335510.m01	49	173	329	XP_042210755.1	XP_042210755.1	34	159	1.98e-36	60.317	126
M_mag.00g335550.m01	105	225	204	XP_042859535.1	XP_042859535.1	4	119	2.78e-17	37.795	127
M_mag.00g335640.m01	1	53	220	XP_042236847.1	XP_042236847.1	1	53	7.59e-21	71.698	53
M_mag.00g335650.m01	125	210	388	XP_027213398.1	XP_027213398.1	1	86	1.50e-44	81.395	86
M_mag.00g335690.m01	8	103	194	XP_042216983.1	XP_042216983.1	5	100	2.06e-17	32.292	96
M_mag.00g335700.m01	1	300	433	XP_009048256.1	XP_009048256.1	7	319	1.41e-47	32.911	316
M_mag.00g335710.m01	22	172	293	XP_042216983.1	XP_042216983.1	122	274	9.12e-30	32.468	154
M_mag.00g335720.m01	17	169	196	XP_033747082.1	XP_033747082.1	1	144	4.39e-16	30.065	153
M_mag.00g335730.m01	4	372	551	XP_009048256.1	XP_009048256.1	2	373	1.98e-64	35.013	377
M_mag.00g335740.m01	39	852	1048	XP_033743562.1	XP_033743562.1	59	880	2.01e-126	24.393	824
M_mag.00g335750.m01	17	382	457	XP_009048256.1	XP_009048256.1	2	369	2.10e-50	32.713	376
M_mag.00g335760.m01	6	279	276	XP_009055671.1	XP_009055671.1	1	273	3.32e-26	31.047	277
M_mag.00g335800.m01	499	733	934	XP_042238495.1	XP_042238495.1	1	235	5.65e-119	71.915	235
M_mag.00g335810.m01	5	417	943	XP_027219955.1	XP_027219955.1	3	411	6.05e-118	46.283	417
M_mag.00g335830.m01	623	966	1312	XP_042236973.1	XP_042236973.1	1	344	3.58e-171	70.640	344
M_mag.00g335860.m01	69	259	292	XP_042243138.1	XP_042243138.1	5	192	7.09e-27	33.161	193
M_mag.00g335870.m01	589	733	292	XP_042891046.1	XP_042891046.1	86	223	1.27e-27	45.205	146
M_mag.00g335880.m01	134	470	570	XP_043217780.1	XP_043217780.1	77	403	3.32e-62	39.826	344
M_mag.00g335890.m01	96	266	448	XP_043190712.1	XP_043190712.1	5	172	5.37e-48	49.708	171
M_mag.00g335900.m01	768	1078	497	XP_043217780.1	XP_043217780.1	1	268	8.31e-54	39.498	319
M_mag.00g335950.m01	2	37	172	XP_042209298.1	XP_042209298.1	1	36	3.94e-14	86.111	36
M_mag.00g335960.m01	112	197	202	XP_027213399.1	XP_027213399.1	45	128	6.45e-17	56.180	89
M_mag.00g335970.m01	1	153	322	XP_027213400.1	XP_027213400.1	1	144	9.82e-34	52.941	153
M_mag.00g335980.m01	227	315	304	XP_027236035.1	XP_027236035.1	1	89	1.63e-31	61.798	89
M_mag.00g336020.m01	388	718	890	XP_042220297.1	XP_042220297.1	11	340	7.56e-112	48.036	331
M_mag.00g336040.m01	858	1112	578	XP_043217780.1	XP_043217780.1	28	281	8.24e-65	59.216	255
M_mag.00g336050.m01	40	178	249	XP_009060668.1	XP_009060668.1	1	139	7.84e-23	38.849	139
M_mag.00g336060.m01	24	344	463	XP_015910660.2	XP_015910660.2	88	423	3.04e-49	34.018	341
M_mag.00g336070.m01	102	241	472	XP_037801401.1	XP_037801401.1	1	140	6.26e-55	62.143	140
M_mag.00g336080.m01	172	305	250	XP_027207188.1	XP_027207188.1	115	248	3.21e-20	34.328	134
M_mag.00g336100.m01	1	138	271	XP_042857770.1	XP_042857770.1	91	231	4.62e-27	44.755	143
M_mag.00g336110.m01	527	711	385	XP_042875153.1	XP_042875153.1	1	185	8.43e-40	41.081	185
M_mag.00g336120.m01	201	280	417	XP_027238014.1	XP_027238014.1	1	80	5.76e-49	98.750	80
M_mag.00g336140.m01	434	557	670	XP_042240033.1	XP_042240033.1	10	133	4.59e-80	99.194	124
M_mag.00g336160.m01	729	791	314	XP_017147799.1	XP_017147799.1	8	70	2.07e-32	88.889	63
M_mag.00g336170.m01	390	805	175	XP_033757204.1	XP_033757204.1	11	478	9.56e-11	33.712	528
M_mag.00g336180.m01	91	312	337	XP_027207188.1	XP_027207188.1	51	271	1.57e-33	34.211	228
M_mag.00g336350.m01	145	326	901	XP_042871950.1	XP_042871950.1	99	280	1.48e-112	92.308	182
M_mag.00g336390.m01	6	281	485	XP_042880275.1	XP_042880275.1	237	512	6.19e-53	38.768	276
M_mag.00g336660.m01	149	244	273	XP_037799332.1	XP_037799332.1	3	98	1.82e-28	59.375	96
M_mag.00g336690.m01	32	132	162	XP_042887754.1	XP_042887754.1	33	130	1.88e-11	42.105	114
M_mag.00g336720.m01	388	580	333	XP_042221717.1	XP_042221717.1	1	177	3.85e-30	43.810	210
M_mag.00g336730.m01	840	963	301	XP_042221717.1	XP_042221717.1	3	134	1.05e-29	55.882	136
M_mag.00g336860.m01	15	312	748	XP_037781566.1	XP_037781566.1	1	292	2.61e-93	58.667	300
M_mag.00g336870.m01	476	711	170	XP_006813328.1	XP_006813328.1	58	293	1.99e-10	25.514	243
M_mag.00g336880.m01	476	711	170	XP_006813328.1	XP_006813328.1	58	293	1.99e-10	25.514	243
M_mag.00g336890.m01	476	639	164	XP_006813328.1	XP_006813328.1	58	224	4.37e-10	26.471	170
M_mag.00g336940.m01	760	1726	1584	XP_023218077.1	XP_023218077.1	177	1152	0.0	35.822	991
M_mag.00g336960.m01	1	84	171	XP_042857770.1	XP_042857770.1	17	100	5.60e-14	52.381	84
M_mag.00g336980.m01	148	249	296	XP_037799332.1	XP_037799332.1	187	288	2.08e-29	58.824	102
M_mag.00g336990.m01	390	462	220	XP_037782229.1	XP_037782229.1	1	73	2.98e-20	53.425	73
M_mag.00g337000.m01	157	564	1192	XP_037790925.1	XP_037790925.1	1	408	5.56e-158	58.680	409
M_mag.00g337040.m01	609	640	167	XP_042240189.1	XP_042240189.1	1	32	7.66e-14	93.750	32
M_mag.00g337050.m01	503	537	192	XP_037781180.1	XP_037781180.1	1	35	4.02e-17	94.286	35
M_mag.00g337070.m01	62	133	263	XP_011501847.1	XP_011501847.1	35	106	4.98e-27	94.444	72
M_mag.00g337100.m01	387	458	351	XP_042212594.1	XP_042212594.1	1	72	2.83e-38	91.667	72
M_mag.00g337110.m01	306	377	242	XP_042212594.1	XP_042212594.1	1	71	2.66e-23	66.667	72
M_mag.00g337130.m01	430	625	164	XP_006813328.1	XP_006813328.1	29	224	1.23e-09	26.633	199
M_mag.00g337150.m01	1	205	992	XP_037781797.1	XP_037781797.1	1	205	1.57e-136	90.732	205
M_mag.00g337160.m01	27	85	305	XP_027239451.1	XP_027239451.1	20	78	6.54e-35	93.220	59
M_mag.00g337180.m01	22	79	289	XP_027236816.1	XP_027236816.1	22	79	1.06e-32	93.103	58
M_mag.00g337190.m01	10	201	189	XP_027207022.1	XP_027207022.1	37	222	5.73e-14	34.171	199
M_mag.00g337210.m01	601	1003	1258	XP_027207024.1	XP_027207024.1	7	430	6.70e-162	56.845	431
M_mag.00g337220.m01	156	410	813	XP_037781172.1	XP_037781172.1	58	311	8.60e-103	57.977	257
M_mag.00g337230.m01	8	314	1043	XP_042211626.1	XP_042211626.1	2	334	2.20e-140	63.174	334
M_mag.00g337290.m01	476	639	166	XP_006813328.1	XP_006813328.1	58	224	6.73e-10	25.150	167
M_mag.00g337300.m01	476	639	168	XP_006813328.1	XP_006813328.1	58	224	3.71e-10	25.150	167
M_mag.00g337310.m01	476	639	168	XP_006813328.1	XP_006813328.1	58	224	4.09e-10	25.150	167
M_mag.00g337320.m01	857	1015	542	XP_042236973.1	XP_042236973.1	15	173	3.77e-62	66.667	159
M_mag.00g337660.m01	9	103	170	XP_042888368.1	XP_042888368.1	3	100	2.90e-14	50.505	99
M_mag.00g337680.m01	165	387	340	XP_033750609.1	XP_033750609.1	9	231	1.06e-33	58.744	223
M_mag.00g337760.m01	1	890	1405	XP_027229708.1	XP_027229708.1	1	811	1.00e-179	47.917	912
M_mag.00g337770.m01	443	540	225	XP_037782229.1	XP_037782229.1	33	130	6.30e-20	44.898	98
M_mag.00g337780.m01	321	420	323	XP_042222645.1	XP_042222645.1	1	101	1.22e-34	73.267	101
M_mag.00g337790.m01	83	669	1468	XP_042883768.1	XP_042883768.1	1	590	0.0	50.168	596
M_mag.00g337800.m01	25	635	1711	XP_042225465.1	XP_042225465.1	19	621	0.0	60.131	612
M_mag.00g337810.m01	55	490	1235	XP_042883769.1	XP_042883769.1	52	487	2.18e-161	61.086	442
M_mag.00g337830.m01	73	127	279	XP_042863090.1	XP_042863090.1	1	55	1.19e-31	96.364	55
M_mag.00g337840.m01	43	99	211	XP_027213928.1	XP_027213928.1	3	59	2.40e-19	64.912	57
M_mag.00g337850.m01	464	727	741	XP_027213930.1	XP_027213930.1	1	266	8.76e-91	54.511	266
M_mag.00g337880.m01	18	181	397	XP_039755843.1	XP_039755843.1	135	298	1.81e-44	52.439	164
M_mag.00g337890.m01	99	250	250	XP_013070711.1	XP_013070711.1	5	158	9.38e-24	39.610	154
M_mag.00g338060.m01	541	611	158	XP_001993185.1	XP_001993185.1	13	83	1.38e-11	43.662	71
M_mag.00g338070.m01	172	196	131	XP_042240173.1	XP_042240173.1	1	25	4.24e-09	96.000	25
M_mag.00g338080.m01	208	267	309	XP_042240175.1	XP_042240175.1	1	60	1.37e-32	95.000	60
M_mag.00g338090.m01	262	315	207	XP_042240173.1	XP_042240173.1	1	54	8.64e-19	70.370	54
M_mag.00g338120.m01	25	679	792	XP_032797477.1	XP_032797477.1	3	659	3.37e-92	31.858	678
M_mag.00g338190.m01	483	522	143	XP_042240266.1	XP_042240266.1	1	41	2.04e-10	68.293	41
M_mag.00g338210.m01	77	131	220	XP_042867165.1	XP_042867165.1	1	55	1.34e-20	76.364	55
M_mag.00g338220.m01	1	198	843	XP_027211362.1	XP_027211362.1	1	184	3.44e-112	81.313	198
M_mag.00g338280.m01	14	271	357	XP_034831541.1	XP_034831541.1	7	264	1.15e-37	35.659	258
M_mag.00g338310.m01	515	751	200	XP_006812275.1	XP_006812275.1	54	283	9.44e-14	20.675	237
M_mag.00g338320.m01	73	773	860	XP_042229960.1	XP_042229960.1	1	651	4.49e-99	40.791	733
M_mag.00g338330.m01	352	650	570	XP_042229962.1	XP_042229962.1	482	769	2.47e-58	51.438	313
M_mag.00g338360.m01	131	181	196	XP_037781086.1	XP_037781086.1	1	51	2.08e-16	70.588	51
M_mag.00g338400.m01	217	389	426	XP_015521043.1	XP_015521043.1	8	183	2.27e-48	44.318	176
M_mag.00g338440.m01	76	135	243	XP_018024611.1	XP_018024611.1	1	60	2.72e-23	73.333	60
M_mag.00g338450.m01	134	506	1262	XP_042223861.1	XP_042223861.1	1	393	2.09e-161	69.620	395
M_mag.00g338460.m01	131	496	1912	XP_042223512.1	XP_042223512.1	16	380	0.0	97.541	366
M_mag.00g338560.m01	164	194	143	XP_042229961.1	XP_042229961.1	1	31	4.23e-11	93.548	31
M_mag.00g338570.m01	4599	4664	279	XP_042240098.1	XP_042240098.1	1	66	2.55e-28	81.818	66
M_mag.00g338580.m01	4366	4551	892	XP_042240101.1	XP_042240101.1	1	186	1.10e-108	88.172	186
M_mag.00g338600.m01	1700	2060	1830	XP_042240101.1	XP_042240101.1	1	362	0.0	93.370	362
M_mag.00g338610.m01	1463	1564	550	XP_042877140.1	XP_042877140.1	1	102	2.74e-64	100.000	102
M_mag.00g338620.m01	333	513	865	XP_042240101.1	XP_042240101.1	1	181	2.98e-105	98.343	181
M_mag.00g338650.m01	523	572	229	XP_037781545.1	XP_037781545.1	1	50	7.26e-22	84.000	50
M_mag.00g338660.m01	84	130	196	XP_042239987.1	XP_042239987.1	1	46	2.88e-19	93.617	47
M_mag.00g338670.m01	89	357	1383	XP_042239986.1	XP_042239986.1	1	269	0.0	95.539	269
M_mag.00g338680.m01	246	293	242	XP_042239985.1	XP_042239985.1	1	48	8.68e-24	91.667	48
M_mag.00g338700.m01	22	122	267	XP_042239989.1	XP_042239989.1	30	130	1.21e-28	49.505	101
M_mag.00g338710.m01	715	796	281	XP_042240083.1	XP_042240083.1	9	90	3.26e-28	67.073	82
M_mag.00g338740.m01	132	187	233	XP_027229175.1	XP_027229175.1	3	58	2.09e-22	75.000	56
M_mag.00g338750.m01	185	285	178	XP_011257459.2	XP_011257459.2	119	219	1.67e-11	33.663	101
M_mag.00g338760.m01	36	85	263	XP_042240120.1	XP_042240120.1	1	50	3.23e-29	100.000	50
M_mag.00g338840.m01	221	274	228	XP_042239937.1	XP_042239937.1	1	54	5.70e-22	81.481	54
M_mag.00g338880.m01	450	494	164	XP_037781820.1	XP_037781820.1	19	71	5.62e-12	62.264	53
M_mag.00g338900.m01	1179	1224	212	XP_042240183.1	XP_042240183.1	1	46	1.04e-19	76.087	46
M_mag.00g338920.m01	599	753	421	XP_042240219.1	XP_042240219.1	1	151	2.22e-46	60.645	155
M_mag.00g338930.m01	470	594	343	XP_042240219.1	XP_042240219.1	3	123	6.13e-36	71.200	125
M_mag.00g338940.m01	10	213	425	XP_035824655.1	XP_035824655.1	5	212	8.17e-50	44.811	212
M_mag.00g338950.m01	947	1383	1267	XP_028967057.1	XP_028967057.1	28	456	7.47e-157	56.522	437
M_mag.00g338960.m01	1	177	490	XP_029651292.1	XP_029651292.1	9	188	3.98e-60	55.000	180
M_mag.00g338980.m01	231	861	1812	XP_042240007.1	XP_042240007.1	189	820	0.0	70.325	647
M_mag.00g339050.m01	285	544	468	XP_042240020.1	XP_042240020.1	39	295	5.08e-49	37.692	260
M_mag.00g339060.m01	226	375	323	XP_042240224.1	XP_042240224.1	1	150	3.92e-34	42.667	150
M_mag.00g339070.m01	32	149	194	XP_027231810.1	XP_027231810.1	2	120	1.30e-16	34.167	120
M_mag.00g339200.m01	523	751	205	XP_006812275.1	XP_006812275.1	103	331	3.15e-14	19.651	229
M_mag.00g339240.m01	1	123	385	XP_042240155.1	XP_042240155.1	24	148	5.60e-45	71.200	125
M_mag.00g339330.m01	110	180	296	XP_042243444.1	XP_042243444.1	1	71	4.89e-33	80.282	71
M_mag.00g339340.m01	561	599	154	XP_042240154.1	XP_042240154.1	1	40	5.45e-12	80.000	40
M_mag.00g339580.m01	405	976	1722	XP_037794286.1	XP_037794286.1	40	605	0.0	60.976	574
