#
# Output is generated by GenSAS 7.x-5.0
#
#Name     : The name of mRNA
#Start    : Start of alignment in subject
#End      : End of alignment in subject
#Match_Start  : Start of alignment in query
#Match_End    : End of alignment in query
#Score        : Row score of the match
#E-value      : E value of the match
#Identity     : Percentage of identical matches
#AL           : Alignment length
Name	Start	End	Score	Accession	Match_ID	Match_Start	Match_End	E-value	Identity	AL
M_mag.00g241140.m01	132	329	212	Q8I7P9	sp|Q8I7P9|POL5_DROME	41	235	4.28e-18	30.693	202
M_mag.00g241150.m01	649	787	187	Q9UR07	sp|Q9UR07|TF211_SCHPO	4	142	1.74e-13	31.429	140
M_mag.00g241190.m01	223	622	593	P20825	sp|P20825|POL2_DROME	394	759	2.46e-63	36.049	405
M_mag.00g241200.m01	132	329	212	Q8I7P9	sp|Q8I7P9|POL5_DROME	41	235	4.28e-18	30.693	202
M_mag.00g241210.m01	649	787	187	P0CT34	sp|P0CT34|TF21_SCHPO	4	142	2.07e-13	31.429	140
M_mag.00g241240.m01	192	622	735	P20825	sp|P20825|POL2_DROME	1056	1484	5.87e-79	37.385	436
M_mag.00g241250.m01	192	622	727	P20825	sp|P20825|POL2_DROME	831	1259	2.28e-78	37.156	436
M_mag.00g241270.m01	123	510	567	Q8I7P9	sp|Q8I7P9|POL5_DROME	89	451	8.70e-61	33.419	389
M_mag.00g241290.m01	802	994	279	O93209	sp|O93209|POL_FFV	319	518	1.72e-24	30.693	202
M_mag.00g241300.m01	399	622	364	P04323	sp|P04323|POL3_DROME	178	403	2.23e-36	37.662	231
M_mag.00g241310.m01	826	1069	201	P23074	sp|P23074|POL_SFV1	1	211	2.76e-16	27.711	249
M_mag.00g241320.m01	208	584	634	P04323	sp|P04323|POL3_DROME	162	529	7.38e-70	37.984	387
M_mag.00g241340.m01	577	1382	583	Q99315	sp|Q99315|YG31B_YEAST	558	1379	3.09e-59	25.638	862
M_mag.00g241520.m01	1413	1739	560	Q9NZJ4	sp|Q9NZJ4|SACS_HUMAN	334	653	1.05e-56	36.905	336
M_mag.00g241560.m01	584	751	250	Q99315	sp|Q99315|YG31B_YEAST	104	270	1.66e-21	35.714	168
M_mag.00g241610.m01	229	467	305	Q8N328	sp|Q8N328|PGBD3_HUMAN	2	244	1.74e-30	33.469	245
M_mag.00g241730.m01	954	1176	195	P10394	sp|P10394|POL4_DROME	216	421	1.46e-14	26.957	230
M_mag.00g241760.m01	259	622	649	P20825	sp|P20825|POL2_DROME	7	373	4.15e-75	38.211	369
M_mag.00g241770.m01	778	1029	306	P27401	sp|P27401|POL_SFV3L	581	847	7.05e-27	28.839	267
M_mag.00g241780.m01	893	1236	234	P10394	sp|P10394|POL4_DROME	466	785	2.55e-18	25.419	358
M_mag.00g241930.m01	229	622	707	P20825	sp|P20825|POL2_DROME	1	392	5.46e-83	38.847	399
M_mag.00g241960.m01	344	514	163	P16423	sp|P16423|POLR_DROME	780	946	5.63e-10	33.898	177
M_mag.00g241990.m01	266	1114	800	P0CT38	sp|P0CT38|TF25_SCHPO	266	1097	8.77e-87	27.867	872
M_mag.00g242000.m01	394	624	487	P04323	sp|P04323|POL3_DROME	38	272	2.79e-54	40.678	236
M_mag.00g242020.m01	479	600	147	P16423	sp|P16423|POLR_DROME	48	177	5.85e-10	35.606	132
M_mag.00g242070.m01	41	262	336	D0VWU3	sp|D0VWU3|LAC1_TRAMX	8	261	6.58e-35	34.231	260
M_mag.00g242080.m01	479	597	137	P16423	sp|P16423|POLR_DROME	4	121	2.74e-09	33.884	121
M_mag.00g242090.m01	192	523	524	P20825	sp|P20825|POL2_DROME	988	1313	8.03e-53	35.435	333
M_mag.00g242100.m01	449	624	200	Q9NBX4	sp|Q9NBX4|RTXE_DROME	39	212	1.24e-16	33.333	177
M_mag.00g242120.m01	488	597	192	Q9NBX4	sp|Q9NBX4|RTXE_DROME	2	110	7.92e-15	37.273	110
M_mag.00g242230.m01	698	883	335	A4IFA3	sp|A4IFA3|GT2D2_BOVIN	3	189	8.05e-35	37.037	189
M_mag.00g242240.m01	250	534	506	B2GU58	sp|B2GU58|KIF11_XENTR	1	258	1.58e-55	44.702	302
M_mag.00g242250.m01	64	168	328	P46874	sp|P46874|KLP2_BOMMO	410	514	1.91e-32	56.190	105
M_mag.00g242260.m01	478	834	165	P21328	sp|P21328|RTJK_DROME	448	787	1.95e-10	22.572	381
M_mag.00g242340.m01	610	762	159	P21328	sp|P21328|RTJK_DROME	10	158	5.53e-12	31.613	155
M_mag.00g242350.m01	239	559	163	P21328	sp|P21328|RTJK_DROME	82	357	7.01e-11	25.532	329
M_mag.00g242470.m01	12	78	167	P50027	sp|P50027|DNAJH_SYNY3	17	85	5.23e-13	50.725	69
M_mag.00g242950.m01	447	765	223	Q96JE9	sp|Q96JE9|MAP6_HUMAN	52	366	1.80e-18	23.926	326
M_mag.00g242970.m01	141	235	154	Q8NDF8	sp|Q8NDF8|PAPD5_HUMAN	3	95	1.23e-10	38.144	97
M_mag.00g243130.m01	295	622	508	P20825	sp|P20825|POL2_DROME	663	982	1.97e-51	35.135	333
M_mag.00g243180.m01	137	758	310	Q95SX7	sp|Q95SX7|RTBS_DROME	502	1076	2.15e-27	24.922	642
M_mag.00g243200.m01	455	757	264	P21328	sp|P21328|RTJK_DROME	15	303	3.33e-24	27.778	306
M_mag.00g243360.m01	489	822	318	Q9NBX4	sp|Q9NBX4|RTXE_DROME	7	330	4.12e-31	29.155	343
M_mag.00g243370.m01	1492	1606	142	Q6MWY2	sp|Q6MWY2|PPE54_MYCTU	51	165	1.51e-09	30.435	115
M_mag.00g243380.m01	1	260	1155	Q9CR47	sp|Q9CR47|NSA2_MOUSE	1	260	8.04e-161	81.923	260
M_mag.00g243480.m01	456	1067	210	Q9Z1Q1	sp|Q9Z1Q1|NEST_MESAU	1289	1902	5.72e-15	21.609	634
M_mag.00g243520.m01	435	622	342	P20825	sp|P20825|POL2_DROME	4	189	4.58e-36	40.415	193
M_mag.00g243530.m01	610	837	379	Q7LHG5	sp|Q7LHG5|YI31B_YEAST	560	783	6.42e-36	38.095	231
M_mag.00g243550.m01	643	1014	611	Q7LHG5	sp|Q7LHG5|YI31B_YEAST	433	799	8.41e-65	36.220	381
M_mag.00g243560.m01	229	622	659	P20825	sp|P20825|POL2_DROME	1	385	2.93e-76	37.845	399
M_mag.00g243610.m01	928	1236	250	P10394	sp|P10394|POL4_DROME	1	315	1.64e-20	26.562	320
M_mag.00g243620.m01	300	769	340	Q95SX7	sp|Q95SX7|RTBS_DROME	86	553	3.78e-32	27.122	483
M_mag.00g243680.m01	159	551	541	P20825	sp|P20825|POL2_DROME	166	530	2.08e-58	32.161	398
M_mag.00g243690.m01	493	848	284	P0CT35	sp|P0CT35|TF22_SCHPO	11	344	1.01e-25	25.410	366
M_mag.00g243730.m01	387	622	456	P20825	sp|P20825|POL2_DROME	805	1045	7.40e-45	40.664	241
M_mag.00g243760.m01	262	623	401	P04323	sp|P04323|POL3_DROME	9	324	4.59e-42	30.978	368
M_mag.00g243780.m01	643	1442	768	Q7LHG5	sp|Q7LHG5|YI31B_YEAST	437	1186	4.01e-82	30.110	817
M_mag.00g243800.m01	507	1051	206	P15594	sp|P15594|RTP2_TRYBG	148	736	3.38e-15	22.330	618
M_mag.00g243840.m01	383	838	377	Q95SX7	sp|Q95SX7|RTBS_DROME	178	619	5.78e-36	28.970	466
M_mag.00g243920.m01	437	825	343	Q95SX7	sp|Q95SX7|RTBS_DROME	26	406	1.57e-33	29.557	406
M_mag.00g243930.m01	450	554	171	P21328	sp|P21328|RTJK_DROME	1	104	5.63e-12	35.238	105
M_mag.00g243940.m01	484	621	259	P20825	sp|P20825|POL2_DROME	26	156	2.23e-25	42.958	142
M_mag.00g243950.m01	484	621	258	P20825	sp|P20825|POL2_DROME	22	152	2.80e-25	42.958	142
M_mag.00g244010.m01	1212	1447	234	Q99315	sp|Q99315|YG31B_YEAST	427	664	1.42e-18	28.980	245
M_mag.00g244020.m01	612	720	179	Q7LHG5	sp|Q7LHG5|YI31B_YEAST	24	131	7.71e-15	34.862	109
M_mag.00g244030.m01	435	622	342	P20825	sp|P20825|POL2_DROME	4	189	4.58e-36	40.415	193
M_mag.00g244040.m01	610	837	379	Q7LHG5	sp|Q7LHG5|YI31B_YEAST	560	783	6.42e-36	38.095	231
M_mag.00g244060.m01	643	1014	609	Q7LHG5	sp|Q7LHG5|YI31B_YEAST	433	799	1.16e-64	36.220	381
M_mag.00g244070.m01	229	622	659	P20825	sp|P20825|POL2_DROME	1	385	2.93e-76	37.845	399
M_mag.00g244120.m01	192	622	736	P20825	sp|P20825|POL2_DROME	410	838	5.70e-82	37.385	436
M_mag.00g244130.m01	223	586	640	P20825	sp|P20825|POL2_DROME	772	1133	2.56e-67	38.753	369
M_mag.00g244140.m01	192	622	735	P20825	sp|P20825|POL2_DROME	1039	1467	5.14e-79	37.385	436
M_mag.00g244150.m01	192	622	734	P20825	sp|P20825|POL2_DROME	1016	1444	6.46e-79	37.385	436
M_mag.00g244160.m01	757	1006	248	P23074	sp|P23074|POL_SFV1	80	328	7.28e-22	30.350	257
M_mag.00g244170.m01	435	622	313	P20825	sp|P20825|POL2_DROME	4	189	3.60e-32	40.933	193
M_mag.00g244190.m01	836	1029	250	P23074	sp|P23074|POL_SFV1	194	391	3.01e-21	30.808	198
M_mag.00g244200.m01	229	622	694	P20825	sp|P20825|POL2_DROME	1	392	4.00e-81	38.596	399
M_mag.00g244230.m01	238	622	675	P20825	sp|P20825|POL2_DROME	775	1157	4.52e-72	38.462	390
M_mag.00g244310.m01	913	1030	175	Q87040	sp|Q87040|POL_SFVCP	9	126	2.94e-14	32.203	118
M_mag.00g244320.m01	610	797	308	Q7LHG5	sp|Q7LHG5|YI31B_YEAST	104	290	3.35e-30	38.830	188
M_mag.00g244330.m01	392	622	439	P20825	sp|P20825|POL2_DROME	26	261	5.79e-48	40.254	236
M_mag.00g244340.m01	229	595	555	P20825	sp|P20825|POL2_DROME	1	350	2.06e-62	36.828	372
M_mag.00g244410.m01	81	166	440	Q90WN4	sp|Q90WN4|FOXD2_XENLA	63	148	3.70e-50	88.372	86
M_mag.00g244440.m01	338	535	178	O43422	sp|O43422|P52K_HUMAN	2	188	6.89e-14	25.000	200
M_mag.00g244490.m01	423	840	378	P21328	sp|P21328|RTJK_DROME	31	437	7.63e-37	29.717	424
M_mag.00g244560.m01	1678	1787	146	Q68DN1	sp|Q68DN1|CB016_HUMAN	14	123	1.15e-10	26.364	110
M_mag.00g244570.m01	294	622	357	P20825	sp|P20825|POL2_DROME	10	301	1.68e-36	31.138	334
M_mag.00g244640.m01	456	622	309	P20825	sp|P20825|POL2_DROME	5	176	9.36e-32	40.116	172
M_mag.00g244690.m01	594	774	201	P21328	sp|P21328|RTJK_DROME	1	179	4.82e-17	30.851	188
M_mag.00g244780.m01	439	712	269	P21329	sp|P21329|RTJK_DROFU	4	270	3.05e-24	32.374	278
M_mag.00g244890.m01	622	786	334	O57415	sp|O57415|RREB1_CHICK	371	533	7.53e-30	37.576	165
M_mag.00g245130.m01	113	204	373	P22814	sp|P22814|RUNT_DROME	26	118	5.58e-42	75.269	93
M_mag.00g245150.m01	24	123	142	P82119	sp|P82119|CUO6_BLACR	122	204	4.00e-10	35.644	101
M_mag.00g245310.m01	138	337	252	Q5T6L9	sp|Q5T6L9|EMARD_HUMAN	162	359	5.93e-22	38.000	200
M_mag.00g245320.m01	12	104	291	Q9VD92	sp|Q9VD92|ARCH_DROME	25	117	4.01e-31	54.839	93
M_mag.00g245350.m01	945	1163	431	B2RR83	sp|B2RR83|YTDC2_MOUSE	1	209	1.35e-47	49.545	220
M_mag.00g245360.m01	512	616	187	Q5R746	sp|Q5R746|YTDC2_PONAB	1	119	4.10e-16	39.496	119
M_mag.00g245400.m01	921	1136	203	Q78DX7	sp|Q78DX7|ROS1_MOUSE	31	240	1.91e-16	26.484	219
M_mag.00g245430.m01	1	138	467	P97379	sp|P97379|G3BP2_MOUSE	1	133	2.35e-50	62.319	138
M_mag.00g245480.m01	63	501	901	B7ZMP1	sp|B7ZMP1|XPP3_MOUSE	128	565	4.46e-114	43.820	445
M_mag.00g245490.m01	674	753	205	Q8VIJ5	sp|Q8VIJ5|OGA_RAT	3	84	2.95e-18	46.341	82
M_mag.00g245500.m01	90	394	751	Q8VIJ5	sp|Q8VIJ5|OGA_RAT	1	264	2.71e-90	48.860	307
M_mag.00g245520.m01	884	1521	502	Q9W1R5	sp|Q9W1R5|VIR_DROME	392	1053	6.71e-50	27.445	685
M_mag.00g245630.m01	2314	2605	462	O15943	sp|O15943|CADN_DROME	341	687	1.61e-46	33.708	356
M_mag.00g245640.m01	1838	1946	224	O15943	sp|O15943|CADN_DROME	10	118	9.37e-21	40.367	109
M_mag.00g245660.m01	107	159	130	Q9VJB6	sp|Q9VJB6|CADN2_DROME	1	53	9.38e-10	50.943	53
M_mag.00g245680.m01	8	538	667	Q96MW7	sp|Q96MW7|TIGD1_HUMAN	188	736	1.33e-76	29.433	564
M_mag.00g245690.m01	6	401	722	P0C218	sp|P0C218|DDX20_DANRE	21	412	2.74e-80	46.212	396
M_mag.00g245700.m01	85	295	352	P29372	sp|P29372|3MG_HUMAN	78	246	5.21e-39	40.284	211
M_mag.00g245710.m01	27	672	1680	A0A0G2K047	sp|A0A0G2K047|ACSS3_RAT	19	661	0.0	50.772	648
M_mag.00g245720.m01	26	61	168	Q6AYH2	sp|Q6AYH2|IN80E_RAT	72	107	2.34e-12	86.111	36
M_mag.00g245780.m01	175	227	263	Q5U263	sp|Q5U263|KDM2A_XENTR	1	53	1.14e-27	81.132	53
M_mag.00g245790.m01	364	463	213	Q9VHH9	sp|Q9VHH9|JHD1_DROME	1	147	2.49e-19	37.086	151
M_mag.00g245810.m01	988	1148	334	Q640I9	sp|Q640I9|KDM2B_XENLA	60	219	1.42e-34	40.373	161
M_mag.00g245880.m01	227	301	150	P31836	sp|P31836|NCAM1_BOVIN	6	80	6.29e-12	39.744	78
M_mag.00g245950.m01	89	209	207	Q07075	sp|Q07075|AMPE_HUMAN	41	155	2.42e-18	39.669	121
M_mag.00g245970.m01	89	209	207	Q07075	sp|Q07075|AMPE_HUMAN	41	155	2.42e-18	39.669	121
M_mag.00g245990.m01	14	360	1599	Q04831	sp|Q04831|GLNA_PANAR	1	347	0.0	84.150	347
M_mag.00g246010.m01	3	360	1634	Q04831	sp|Q04831|GLNA_PANAR	7	356	0.0	84.078	358
M_mag.00g246020.m01	267	349	204	Q9GRW0	sp|Q9GRW0|PPAF2_HOLDI	4	85	5.39e-19	49.398	83
M_mag.00g246080.m01	100	411	374	Q9SF09	sp|Q9SF09|ANT1_ARATH	72	367	5.56e-38	32.919	322
M_mag.00g246100.m01	1596	1723	570	E1BNG3	sp|E1BNG3|ASCC3_BOVIN	1	128	1.80e-67	78.906	128
M_mag.00g246320.m01	896	995	434	P14404	sp|P14404|MECOM_MOUSE	155	253	5.62e-46	76.000	100
M_mag.00g246360.m01	801	905	448	Q8I7Z8	sp|Q8I7Z8|HAM_DROME	338	445	4.09e-46	74.074	108
M_mag.00g246440.m01	229	622	668	P20825	sp|P20825|POL2_DROME	1	378	1.22e-77	38.442	398
M_mag.00g246450.m01	25	242	696	Q9BT17	sp|Q9BT17|MTG1_HUMAN	20	242	1.49e-83	58.296	223
M_mag.00g246490.m01	547	699	298	P41183	sp|P41183|BCL6_MOUSE	309	466	1.16e-26	39.241	158
M_mag.00g246510.m01	4	274	335	Q29RQ5	sp|Q29RQ5|TRIM9_BOVIN	1	250	2.28e-34	35.379	277
M_mag.00g246610.m01	1	961	2142	O43592	sp|O43592|XPOT_HUMAN	1	977	0.0	43.514	979
M_mag.00g246620.m01	167	322	212	Q5RBK0	sp|Q5RBK0|GIN1_PONAB	1	152	1.52e-17	29.487	156
M_mag.00g246680.m01	393	895	784	P12080	sp|P12080|ITA2_DROME	3	510	4.23e-88	36.329	523
M_mag.00g246690.m01	4	863	364	Q95SX7	sp|Q95SX7|RTBS_DROME	625	1454	1.56e-33	23.982	884
M_mag.00g246700.m01	51	163	453	Q9I9M5	sp|Q9I9M5|FZD1_XENLA	243	354	4.12e-50	71.681	113
M_mag.00g246710.m01	45	389	992	Q9I9M5	sp|Q9I9M5|FZD1_XENLA	68	417	3.10e-129	53.911	358
M_mag.00g246720.m01	422	570	515	O57328	sp|O57328|FZD1_CHICK	1	156	5.18e-61	61.538	156
M_mag.00g246860.m01	2451	2625	313	Q9NZJ4	sp|Q9NZJ4|SACS_HUMAN	45	216	1.01e-31	40.331	181
M_mag.00g246870.m01	1419	2054	693	Q9NZJ4	sp|Q9NZJ4|SACS_HUMAN	316	915	2.90e-74	30.137	657
M_mag.00g246920.m01	44	134	158	P48040	sp|P48040|MTR1A_SHEEP	25	115	2.01e-12	35.165	91
M_mag.00g246960.m01	251	385	265	Q9H0K1	sp|Q9H0K1|SIK2_HUMAN	1	135	1.93e-22	45.390	141
M_mag.00g246970.m01	65	341	730	Q5T6V5	sp|Q5T6V5|QSPP_HUMAN	588	861	6.95e-88	48.375	277
M_mag.00g246980.m01	104	369	183	P50572	sp|P50572|GBRR1_RAT	512	796	8.90e-13	22.491	289
M_mag.00g246990.m01	169	341	173	Q61603	sp|Q61603|GLRA4_MOUSE	702	873	1.78e-11	26.486	185
M_mag.00g247010.m01	13	122	190	Q7JQ32	sp|Q7JQ32|GC76C_DROME	7	115	1.01e-16	36.036	111
M_mag.00g247020.m01	153	328	199	Q7JQ32	sp|Q7JQ32|GC76C_DROME	1	162	4.70e-17	27.778	180
M_mag.00g247040.m01	718	755	130	Q7JQ32	sp|Q7JQ32|GC76C_DROME	2	41	1.46e-09	55.000	40
M_mag.00g247060.m01	837	1083	953	Q7JQ32	sp|Q7JQ32|GC76C_DROME	1	247	1.24e-113	73.494	249
M_mag.00g247180.m01	251	849	917	P93733	sp|P93733|PLDB1_ARATH	167	716	3.25e-108	40.000	615
M_mag.00g247190.m01	659	868	464	Q9C5Y0	sp|Q9C5Y0|PLDD1_ARATH	1	212	3.04e-52	42.056	214
M_mag.00g247210.m01	439	685	256	P21329	sp|P21329|RTJK_DROFU	4	243	1.67e-23	32.800	250
M_mag.00g247230.m01	238	381	570	Q02110	sp|Q02110|HPPD_PIG	1	144	3.25e-72	71.528	144
M_mag.00g247240.m01	199	244	230	P35602	sp|P35602|AP1M_CAEEL	1	46	1.34e-23	93.478	46
M_mag.00g247250.m01	276	422	711	Q32Q06	sp|Q32Q06|AP1M1_RAT	1	147	5.66e-93	89.116	147
M_mag.00g247260.m01	13	295	346	Q6DJH2	sp|Q6DJH2|ADPPT_XENLA	4	284	1.36e-37	38.542	288
M_mag.00g247270.m01	849	921	267	Q94887	sp|Q94887|NRX4_DROME	45	117	7.50e-27	67.123	73
M_mag.00g247320.m01	1146	1293	451	Q24595	sp|Q24595|XPC_DROME	5	152	6.80e-47	52.027	148
M_mag.00g247410.m01	6	226	331	O49923	sp|O49923|ADK_PHYPA	67	269	3.34e-33	32.579	221
M_mag.00g247450.m01	53	314	516	Q58CU3	sp|Q58CU3|HBAP1_BOVIN	123	388	4.84e-58	41.791	268
M_mag.00g247570.m01	498	783	250	E9PYY5	sp|E9PYY5|DNAI4_MOUSE	5	285	2.21e-22	27.181	298
M_mag.00g247580.m01	1601	1719	257	B4MUE1	sp|B4MUE1|AFFL_DROWI	953	1067	7.25e-21	43.697	119
M_mag.00g247630.m01	375	479	243	B6CJY5	sp|B6CJY5|TRAF6_MACMU	13	120	8.93e-24	42.593	108
M_mag.00g247690.m01	700	767	305	Q6UB35	sp|Q6UB35|C1TM_HUMAN	38	105	2.36e-32	83.824	68
M_mag.00g247720.m01	86	465	559	Q63054	sp|Q63054|ICA69_RAT	1	392	1.46e-65	35.566	433
M_mag.00g247800.m01	1	71	174	B5X5L2	sp|B5X5L2|LYRM1_SALSA	1	71	7.76e-17	49.296	71
M_mag.00g247810.m01	192	622	719	P20825	sp|P20825|POL2_DROME	1011	1440	6.21e-77	37.300	437
M_mag.00g247850.m01	427	476	208	O62619	sp|O62619|KPYK_DROME	2	51	2.80e-20	76.000	50
M_mag.00g247880.m01	220	292	171	Q9JJN0	sp|Q9JJN0|POLH_MOUSE	1	73	8.06e-15	42.466	73
M_mag.00g247980.m01	520	770	888	P27619	sp|P27619|DYN_DROME	1	253	4.81e-111	69.804	255
M_mag.00g247990.m01	1	550	2329	P27619	sp|P27619|DYN_DROME	7	554	0.0	81.091	550
M_mag.00g248000.m01	475	610	175	Q70KF4	sp|Q70KF4|CMYA5_MOUSE	14	133	9.66e-14	47.059	136
M_mag.00g248180.m01	407	461	159	Q9W074	sp|Q9W074|HBS1_DROME	3	57	1.69e-13	54.545	55
M_mag.00g248290.m01	289	324	136	Q8BN82	sp|Q8BN82|S17A5_MOUSE	1	36	8.85e-11	66.667	36
M_mag.00g248310.m01	5	52	145	Q90YR7	sp|Q90YR7|RS7_ICTPU	6	51	3.40e-12	62.500	48
M_mag.00g248320.m01	342	525	369	Q4V8R6	sp|Q4V8R6|E4F1_DANRE	383	567	5.49e-36	38.378	185
M_mag.00g248340.m01	92	339	587	Q28D01	sp|Q28D01|WDR26_XENTR	1	225	4.70e-71	49.600	250
M_mag.00g248370.m01	166	228	259	Q2KIG0	sp|Q2KIG0|ETFD_BOVIN	1	63	5.65e-27	76.190	63
M_mag.00g248380.m01	235	294	243	Q5RDD3	sp|Q5RDD3|ETFD_PONAB	1	60	7.64e-25	71.667	60
M_mag.00g248440.m01	11	118	483	P23403	sp|P23403|RS20_XENLA	6	113	4.53e-63	86.111	108
M_mag.00g248450.m01	172	292	246	O75533	sp|O75533|SF3B1_HUMAN	1	106	7.30e-24	54.032	124
M_mag.00g248460.m01	364	1304	4392	O75533	sp|O75533|SF3B1_HUMAN	23	964	0.0	88.323	942
M_mag.00g248510.m01	740	1037	1469	Q8MQJ9	sp|Q8MQJ9|BRAT_DROME	573	870	0.0	88.591	298
M_mag.00g248590.m01	9	186	668	P21522	sp|P21522|ROA1_SCHAM	25	205	8.16e-84	69.061	181
M_mag.00g248600.m01	26	199	431	P18727	sp|P18727|ZG52_XENLA	9	182	1.13e-52	50.000	174
M_mag.00g248610.m01	159	219	262	Q9MYY8	sp|Q9MYY8|TRXR1_PIG	1	61	1.19e-27	75.410	61
M_mag.00g248660.m01	581	692	147	Q9NBX4	sp|Q9NBX4|RTXE_DROME	20	124	1.25e-10	37.168	113
M_mag.00g248670.m01	24	176	320	Q00725	sp|Q00725|SGS4_DROME	18	170	6.85e-35	28.758	153
M_mag.00g248690.m01	436	727	301	Q95SX7	sp|Q95SX7|RTBS_DROME	744	1029	3.39e-26	30.717	293
M_mag.00g248700.m01	526	833	260	Q9NBX4	sp|Q9NBX4|RTXE_DROME	1	291	2.07e-23	28.527	319
M_mag.00g248710.m01	213	556	633	P04323	sp|P04323|POL3_DROME	11	321	7.93e-72	37.249	349
M_mag.00g248820.m01	614	842	205	Q95SX7	sp|Q95SX7|RTBS_DROME	27	253	2.82e-15	29.536	237
M_mag.00g248850.m01	51	108	142	Q9ER35	sp|Q9ER35|FN3K_MOUSE	1	58	2.59e-11	50.000	58
M_mag.00g248860.m01	229	622	648	P20825	sp|P20825|POL2_DROME	1	384	7.59e-75	37.093	399
M_mag.00g248910.m01	259	622	545	P20825	sp|P20825|POL2_DROME	7	327	2.05e-61	35.230	369
M_mag.00g248980.m01	479	602	136	Q95SX7	sp|Q95SX7|RTBS_DROME	12	134	5.57e-09	27.419	124
M_mag.00g249010.m01	437	812	308	P21328	sp|P21328|RTJK_DROME	87	416	1.32e-28	26.178	382
M_mag.00g249030.m01	585	721	191	P21329	sp|P21329|RTJK_DROFU	24	154	9.39e-16	37.589	141
M_mag.00g249050.m01	611	793	154	P21328	sp|P21328|RTJK_DROME	13	195	6.13e-11	25.389	193
M_mag.00g249060.m01	464	592	155	Q9NBX4	sp|Q9NBX4|RTXE_DROME	6	132	1.01e-11	31.783	129
M_mag.00g249080.m01	229	541	539	P20825	sp|P20825|POL2_DROME	1	311	7.54e-61	38.679	318
M_mag.00g249100.m01	793	1029	295	P27401	sp|P27401|POL_SFV3L	503	746	7.60e-26	29.508	244
M_mag.00g249120.m01	793	1029	293	P27401	sp|P27401|POL_SFV3L	272	515	1.10e-25	30.204	245
M_mag.00g249150.m01	411	621	223	Q95SX7	sp|Q95SX7|RTBS_DROME	26	238	1.97e-19	32.273	220
M_mag.00g249160.m01	411	652	264	Q95SX7	sp|Q95SX7|RTBS_DROME	26	269	1.63e-24	32.669	251
M_mag.00g249210.m01	203	685	264	P21328	sp|P21328|RTJK_DROME	27	492	1.13e-22	28.106	491
M_mag.00g249250.m01	33	554	540	Q8I7P9	sp|Q8I7P9|POL5_DROME	340	815	4.23e-56	31.250	528
M_mag.00g249260.m01	795	944	174	O93209	sp|O93209|POL_FFV	20	171	1.91e-13	26.974	152
M_mag.00g249280.m01	500	1167	232	P15594	sp|P15594|RTP2_TRYBG	251	1012	4.01e-18	23.221	801
M_mag.00g249300.m01	1	848	635	Q5REW9	sp|Q5REW9|ANR27_PONAB	1	819	6.65e-68	28.733	884
M_mag.00g249310.m01	29	554	551	Q6JEL2	sp|Q6JEL2|KLH10_HUMAN	55	590	6.42e-61	27.656	546
M_mag.00g249330.m01	159	231	168	Q8WTC1	sp|Q8WTC1|RT15_DROME	48	120	1.75e-13	39.726	73
M_mag.00g249350.m01	170	234	190	Q96EK7	sp|Q96EK7|F120B_HUMAN	2	67	1.42e-16	56.061	66
M_mag.00g249390.m01	871	1236	299	P10394	sp|P10394|POL4_DROME	530	889	5.22e-26	26.486	370
M_mag.00g249500.m01	551	601	158	P98199	sp|P98199|AT8B2_MOUSE	1	50	1.86e-13	60.784	51
M_mag.00g249520.m01	48	100	190	Q8TF62	sp|Q8TF62|AT8B4_HUMAN	1	53	8.94e-18	69.811	53
M_mag.00g249560.m01	1313	1496	486	B2RY04	sp|B2RY04|DOCK5_MOUSE	1	186	1.79e-55	50.000	186
M_mag.00g249580.m01	87	197	252	Q8BUR4	sp|Q8BUR4|DOCK1_MOUSE	127	236	2.28e-23	46.847	111
M_mag.00g249680.m01	63	124	149	P39616	sp|P39616|ALDH2_BACSU	3	62	4.74e-12	45.161	62
M_mag.00g249730.m01	566	669	278	B6MFW3	sp|B6MFW3|HOOK_BRAFL	44	147	4.49e-28	50.962	104
M_mag.00g249790.m01	419	472	189	Q7SY23	sp|Q7SY23|AL4A1_DANRE	2	55	1.07e-17	57.407	54
M_mag.00g249800.m01	725	1014	841	Q13136	sp|Q13136|LIPA1_HUMAN	2	311	1.41e-102	59.177	316
M_mag.00g249820.m01	110	190	361	Q8BSS9	sp|Q8BSS9|LIPA2_MOUSE	1	81	2.00e-40	90.123	81
M_mag.00g249830.m01	277	324	187	O75145	sp|O75145|LIPA3_HUMAN	1	48	3.52e-17	77.083	48
M_mag.00g249840.m01	385	664	420	Q8BSS9	sp|Q8BSS9|LIPA2_MOUSE	1	289	4.86e-45	42.857	294
M_mag.00g249900.m01	83	575	512	P97612	sp|P97612|FAAH1_RAT	56	550	2.93e-56	36.653	502
M_mag.00g249910.m01	1	65	183	Q5RBV4	sp|Q5RBV4|APC13_PONAB	19	83	2.41e-18	52.308	65
M_mag.00g249970.m01	3	244	366	Q1ECW2	sp|Q1ECW2|NPS4A_DANRE	20	252	2.39e-38	38.610	259
M_mag.00g250030.m01	122	361	264	Q9Z0F0	sp|Q9Z0F0|B3GT4_MOUSE	1	255	2.15e-25	33.460	263
M_mag.00g250050.m01	18	156	381	P28574	sp|P28574|MAX_MOUSE	27	166	4.38e-46	60.140	143
M_mag.00g250080.m01	97	235	339	Q7K237	sp|Q7K237|C1GLT_DROME	2	170	9.42e-37	41.420	169
